# VELOCITY:     BLOCK_AVE_POFV	PROG_AVE_POFV:        ERROR:
      4.4312           0           0           0
     4.61976           0           0           0
     4.80833           0           0           0
     4.99689           0           0           0
     5.18545           0           0           0
     5.37401           0           0           0
     5.56257           0           0           0
   0.0942809  0.00925926  0.00925926           0
    0.282843           0           0           0
    0.471405  0.00925926  0.00925926           0
    0.659966  0.00925926  0.00925926           0
    0.848528  0.00925926  0.00925926           0
     1.03709   0.0277778   0.0277778           0
     1.22565  0.00925926  0.00925926           0
     1.41421    0.037037    0.037037           0
     1.60278   0.0740741      0.0625  0.00153111
     1.79134     0.12963    0.141782  0.00177781
      1.9799   0.0555556   0.0538194 0.000903501
     2.16846   0.0740741   0.0868056    0.001807
     2.35702   0.0925926   0.0862269  0.00195714
     2.54558    0.222222    0.217014  0.00114833
     2.73415    0.037037   0.0457176 0.000560327
     2.92271   0.0277778   0.0121528  0.00134945
     3.11127   0.0277778    0.037037  0.00163682
     3.29983   0.0555556   0.0532407  0.00100234
     3.48839   0.0648148   0.0648148 2.32831e-10
     3.67696           0  0.00694444  0.00100234
     3.86552  0.00925926  0.00231481  0.00100234
     4.05408  0.00925926  0.00925926           0
     4.24264  0.00925926  0.00925926           0
      4.4312           0           0           0
     4.61976           0           0           0
     4.80833           0           0           0
     4.99689           0           0           0
     5.18545           0           0           0
     5.37401           0           0           0
     5.56257           0           0           0
   0.0942809  0.00925926  0.00925926 2.82349e-11
    0.282843           0           0           0
    0.471405  0.00925926  0.00925926 2.82349e-11
    0.659966  0.00925926  0.00925926 2.82349e-11
    0.848528  0.00925926  0.00925926 2.82349e-11
     1.03709   0.0277778   0.0277778           0
     1.22565  0.00925926  0.00925926 2.82349e-11
     1.41421   0.0277778   0.0364924   0.0005284
     1.60278   0.0833333   0.0637255  0.00186818
     1.79134     0.12963    0.141068  0.00181126
      1.9799   0.0555556   0.0539216 0.000856106
     2.16846   0.0740741   0.0860566   0.0018494
     2.35702   0.0833333   0.0860566   0.0018494
     2.54558    0.231481    0.217865  0.00136005
     2.73415    0.037037    0.045207 0.000723542
     2.92271   0.0277778   0.0130719  0.00155182
     3.11127   0.0277778   0.0364924  0.00162864
     3.29983   0.0555556   0.0533769 0.000952587
     3.48839   0.0648148   0.0648148           0
     3.67696           0  0.00653595  0.00102324
     3.86552  0.00925926  0.00272331  0.00102324
     4.05408  0.00925926  0.00925926 2.82349e-11
     4.24264  0.00925926  0.00925926 2.82349e-11
      4.4312           0           0           0
     4.61976           0           0           0
     4.80833           0           0           0
     4.99689           0           0           0
     5.18545           0           0           0
     5.37401           0           0           0
     5.56257           0           0           0
   0.0942809  0.00925926  0.00925926           0
    0.282843           0           0           0
    0.471405  0.00925926  0.00925926           0
    0.659966  0.00925926  0.00925926           0
    0.848528  0.00925926  0.00925926           0
     1.03709   0.0277778   0.0277778           0
     1.22565  0.00925926  0.00925926           0
     1.41421   0.0277778   0.0360082 0.000685871
     1.60278   0.0833333   0.0648148  0.00205761
     1.79134     0.12963    0.140432  0.00181869
      1.9799   0.0555556   0.0540123 0.000813343
     2.16846   0.0740741   0.0853909  0.00186262
     2.35702   0.0833333   0.0859053  0.00175283
     2.54558    0.231481    0.218621     0.00148
     2.73415    0.037037   0.0447531 0.000813343
     2.92271   0.0277778   0.0138889  0.00166686
     3.11127   0.0277778   0.0360082  0.00160851
     3.29983   0.0555556   0.0534979 0.000907322
     3.48839   0.0648148   0.0648148 2.19515e-10
     3.67696           0  0.00617284  0.00102881
     3.86552  0.00925926  0.00308642  0.00102881
     4.05408  0.00925926  0.00925926           0
     4.24264  0.00925926  0.00925926           0
      4.4312           0           0           0
     4.61976           0           0           0
     4.80833           0           0           0
     4.99689           0           0           0
     5.18545           0           0           0
     5.37401           0           0           0
     5.56257           0           0           0
   0.0942809  0.00925926  0.00925926 2.67075e-11
    0.282843           0           0           0
    0.471405  0.00925926  0.00925926 2.67075e-11
    0.659966  0.00925926  0.00925926 2.67075e-11
    0.848528  0.00925926  0.00925926 2.67075e-11
     1.03709   0.0277778   0.0277778 7.55402e-11
     1.22565  0.00925926  0.00925926 2.67075e-11
     1.41421   0.0277778    0.035575  0.00077458
     1.60278   0.0833333   0.0657895   0.0021679
     1.79134     0.12963    0.139864  0.00180966
      1.9799   0.0555556   0.0540936  0.00077458
     2.16846   0.0740741   0.0847953  0.00185738
     2.35702   0.0833333     0.08577   0.0016658
     2.54558    0.231481    0.219298  0.00154916
     2.73415    0.037037    0.044347 0.000866007
     2.92271   0.0277778   0.0146199  0.00173201
     3.11127   0.0277778    0.035575  0.00158111
     3.29983   0.0555556   0.0536062 0.000866007
     3.48839   0.0648148   0.0648148           0
     3.67696           0  0.00584795  0.00102467
     3.86552  0.00925926  0.00341131  0.00102467
     4.05408  0.00925926  0.00925926 2.67075e-11
     4.24264  0.00925926  0.00925926 2.67075e-11
      4.4312           0           0           0
     4.61976           0           0           0
     4.80833           0           0           0
     4.99689           0           0           0
     5.18545           0           0           0
     5.37401           0           0           0
     5.56257           0           0           0
   0.0942809  0.00925926  0.00925926           0
    0.282843           0           0           0
    0.471405  0.00925926  0.00925926           0
    0.659966  0.00925926  0.00925926           0
    0.848528  0.00925926  0.00925926           0
     1.03709   0.0277778   0.0277778 7.36275e-11
     1.22565  0.00925926  0.00925926           0
     1.41421    0.037037   0.0356481 0.000739293
     1.60278   0.0740741   0.0662037  0.00209871
     1.79134     0.12963    0.139352  0.00179006
      1.9799   0.0555556   0.0541667 0.000739293
     2.16846   0.0740741   0.0842593  0.00184024
     2.35702   0.0833333   0.0856481  0.00158696
     2.54558    0.231481    0.219907  0.00158696
     2.73415    0.037037   0.0439815 0.000896524
     2.92271   0.0277778   0.0152778  0.00176595
     3.11127    0.037037   0.0356481  0.00150374
     3.29983   0.0462963   0.0532407 0.000896524
     3.48839   0.0648148   0.0648148  2.0825e-10
     3.67696           0  0.00555556   0.0010143
     3.86552  0.00925926   0.0037037   0.0010143
     4.05408  0.00925926  0.00925926           0
     4.24264  0.00925926  0.00925926           0
      4.4312           0           0           0
     4.61976           0           0           0
     4.80833           0           0           0
     4.99689           0           0           0
     5.18545           0           0           0
     5.37401           0           0           0
     5.56257           0           0           0
   0.0942809  0.00925926  0.00925926 2.54039e-11
    0.282843           0           0           0
    0.471405  0.00925926  0.00925926 2.54039e-11
    0.659966  0.00925926  0.00925926 2.54039e-11
