#BLOCK:   ACTUAL_T:     T_AVE:       ERROR:
         703     1.95686     1.96005 0.000399327
         704     1.95737     1.96005 0.000398778
         705      1.9579     1.96005 0.000398224
         706     1.95845     1.96004 0.000397667
         707     1.95901     1.96004 0.000397107
         708     1.95957     1.96004 0.000396547
         709     1.96013     1.96004 0.000395987
         710     1.96069     1.96004 0.000395431
         711     1.96123     1.96005 0.000394878
         712     1.96174     1.96005 0.000394331
         713     1.96222     1.96005 0.000393789
         714     1.96267     1.96005 0.000393255
         715     1.96307     1.96006 0.000392727
         716     1.96341     1.96006 0.000392207
         717      1.9637     1.96007 0.000391693
         718     1.96392     1.96007 0.000391184
         719     1.96407     1.96008 0.000390679
         720     1.96414     1.96009 0.000390177
         721     1.96412     1.96009 0.000389676
         722     1.96402      1.9601 0.000389175
         723     1.96383      1.9601 0.000388671
         724     1.96354     1.96011 0.000388163
