,sigma,epochs,train_dim,loss,val_loss
272,0.5263157894736842,30.0,60.0,0.6774203777313232,0.6729719638824463
273,0.5263157894736842,40.0,60.0,0.49545812606811523,0.5193471312522888
274,0.5263157894736842,50.0,60.0,0.37161165475845337,0.4061214327812195
275,0.5263157894736842,60.0,60.0,0.284166157245636,0.32122382521629333
276,0.5263157894736842,70.0,60.0,0.21921925246715546,0.25321346521377563
277,0.5263157894736842,80.0,60.0,0.1712300181388855,0.20099768042564392
278,0.5263157894736842,90.0,60.0,0.1335020661354065,0.1586734503507614
279,0.5789473684210527,10.0,60.0,1.4854305982589722,1.2907016277313232
280,0.5789473684210527,20.0,60.0,0.9700410962104797,0.9034901261329651
281,0.5789473684210527,30.0,60.0,0.6747322082519531,0.6707695722579956
282,0.5789473684210527,40.0,60.0,0.49465757608413696,0.5181005001068115
283,0.5789473684210527,50.0,60.0,0.371115118265152,0.4063291549682617
284,0.5789473684210527,60.0,60.0,0.28391459584236145,0.3206578195095062
285,0.5789473684210527,70.0,60.0,0.21960535645484924,0.25389793515205383
286,0.5789473684210527,80.0,60.0,0.17128899693489075,0.2011766880750656
287,0.5789473684210527,90.0,60.0,0.13309910893440247,0.1583709567785263
288,0.631578947368421,10.0,60.0,1.4784486293792725,1.2856521606445312
289,0.631578947368421,20.0,60.0,0.9695188999176025,0.9028688669204712
290,0.631578947368421,30.0,60.0,0.679657518863678,0.6750333905220032
291,0.631578947368421,40.0,60.0,0.4932189881801605,0.5175057053565979
292,0.631578947368421,50.0,60.0,0.3714781403541565,0.4066249132156372
293,0.631578947368421,60.0,60.0,0.28416886925697327,0.32062920928001404
294,0.631578947368421,70.0,60.0,0.21953776478767395,0.2539243698120117
295,0.631578947368421,80.0,60.0,0.17135238647460938,0.20136301219463348
296,0.631578947368421,90.0,60.0,0.13401049375534058,0.15954388678073883
297,0.6842105263157894,10.0,60.0,1.4819037914276123,1.2881108522415161
298,0.6842105263157894,20.0,60.0,0.9727020263671875,0.905149519443512
299,0.6842105263157894,30.0,60.0,0.6779038906097412,0.6732921004295349
300,0.6842105263157894,40.0,60.0,0.49414077401161194,0.5182297229766846
301,0.6842105263157894,50.0,60.0,0.37076568603515625,0.40580618381500244
302,0.6842105263157894,60.0,60.0,0.2842112183570862,0.320677787065506
303,0.6842105263157894,70.0,60.0,0.2195698767900467,0.2539399564266205
304,0.6842105263157894,80.0,60.0,0.1711222380399704,0.20094013214111328
305,0.6842105263157894,90.0,60.0,0.13353794813156128,0.15889735519886017
306,0.7368421052631579,10.0,60.0,1.4793611764907837,1.28629469871521
307,0.7368421052631579,20.0,60.0,0.973211407661438,0.905122697353363
308,0.7368421052631579,30.0,60.0,0.6772729158401489,0.6731353998184204
309,0.7368421052631579,40.0,60.0,0.49387386441230774,0.5179836750030518
310,0.7368421052631579,50.0,60.0,0.37167176604270935,0.4066693186759949
311,0.7368421052631579,60.0,60.0,0.28336212038993835,0.3201747536659241
312,0.7368421052631579,70.0,60.0,0.21971163153648376,0.2534853219985962
313,0.7368421052631579,80.0,60.0,0.17125576734542847,0.20140069723129272
314,0.7368421052631579,90.0,60.0,0.13407735526561737,0.15949317812919617
315,0.7894736842105263,10.0,60.0,1.4835835695266724,1.289778709411621
316,0.7894736842105263,20.0,60.0,0.9717181921005249,0.9044037461280823
317,0.7894736842105263,30.0,60.0,0.6772083640098572,0.6731935739517212
318,0.7894736842105263,40.0,60.0,0.49453824758529663,0.5183811187744141
